date,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-04-16 18:00:00,5.2,1528.5,20.4447799792646,1308.75,270.0,626.75,141.0,2083.25,1384.75,14.049999952316,76.25,1.2165873934813
2004-04-16 19:00:00,6.4,1689.0,26.8085713345972,1474.25,323.0,560.0,149.0,2298.25,1491.75,13.875,77.97500038147,1.23031727695854
2004-04-16 20:00:00,6.0,1535.25,19.9493542369401,1295.0,307.0,627.25,140.0,2038.75,1379.5,13.775000095367,78.0,1.22288885682022
2004-04-16 21:00:00,3.4,1303.75,12.5137604403864,1067.25,224.0,736.75,117.0,1811.0,1166.75,13.5,79.350002288818,1.22240081810612
2004-04-16 22:00:00,2.7,1234.5,9.60616640246024,962.75,166.0,803.0,103.0,1679.5,1094.75,13.075000047684,80.14999961853,1.20158974576611
2004-04-16 23:00:00,3.1,1281.25,9.9699562678807,976.5,171.0,794.25,99.0,1695.25,1104.5,12.775000095367,81.02499961853,1.1915472720137
2004-04-17 00:00:00,2.6,1167.0,8.1173138401679,904.0,169.0,845.5,100.0,1627.25,1051.0,12.725000143051,80.625,1.18186222718166
2004-04-17 01:00:00,2.2,1133.75,7.13644230288011,862.75,120.0,868.5,88.0,1598.75,1009.0,12.525000095367,81.799999237061,1.18376385638821
2004-04-17 02:00:00,1.9,1099.75,6.37429750967153,829.0,103.0,886.75,83.0,1564.75,971.75,12.650000095367,81.224998474121,1.18493150508358
2004-04-17 03:00:00,2.15274954391452,1056.75,5.09111847589396,768.0,246.881251619591,958.25,113.075515230071,1527.25,883.75,12.424999713898,82.39999961853,1.18479541785797
2004-04-17 04:00:00,2.15274954391452,901.5,2.99584317196405,651.75,246.881251619591,1157.75,113.075515230071,1437.25,661.25,12.600000143051,79.900001525879,1.16186049962807
2004-04-17 05:00:00,2.15274954391452,981.75,4.23824794711702,723.75,246.881251619591,1055.0,113.075515230071,1507.5,773.75,12.775000095367,79.974998474121,1.1761060377635
2004-04-17 06:00:00,2.15274954391452,996.75,5.10113431794159,768.5,246.881251619591,1001.75,113.075515230071,1523.5,868.25,12.575000047684,79.875,1.15963073166067
2004-04-17 07:00:00,2.15274954391452,1141.0,8.07461074589091,902.25,246.881251619591,904.75,113.075515230071,1672.25,965.25,12.549999952316,79.600002288818,1.15378117444237
2004-04-17 08:00:00,2.15274954391452,1163.25,8.75671818134289,929.75,246.881251619591,848.5,113.075515230071,1691.25,985.25,12.75,80.800001144409,1.18633162158512
2004-04-17 09:00:00,2.15274954391452,1106.5,7.15379434600726,863.5,246.881251619591,911.25,113.075515230071,1604.25,963.25,13.450000047684,78.125,1.19968894539388
2004-04-17 10:00:00,2.15274954391452,1227.75,9.24815729916871,949.0,246.881251619591,837.5,113.075515230071,1705.75,1068.75,14.575000286102,74.85000038147,1.23476726593356
2004-04-17 11:00:00,2.15274954391452,1033.0,5.95612234366565,809.75,246.881251619591,968.75,113.075515230071,1526.25,863.5,16.825000286102,61.025001525879,1.15986054878135
2004-04-17 12:00:00,2.15274954391452,983.5,4.98149872033296,762.5,246.881251619591,1053.75,113.075515230071,1472.0,641.25,18.800000190735,50.125,1.07685718531526
2004-04-17 13:00:00,2.15274954391452,1066.25,7.52232671074641,879.25,246.881251619591,938.75,113.075515230071,1535.75,739.5,19.325000286102,47.074999809265,1.04451913224191
2004-04-17 14:00:00,2.15274954391452,926.0,3.93741727766051,707.25,246.881251619591,1130.25,113.075515230071,1428.75,531.5,19.25,46.625,1.02978082743472
2004-04-17 15:00:00,2.15274954391452,978.5,5.01129410974165,764.0,246.881251619591,1054.25,113.075515230071,1461.5,572.0,19.700000286102,44.39999961853,1.00807815173059
2004-04-17 16:00:00,2.15274954391452,992.5,5.3901039395437,782.75,246.881251619591,1032.75,113.075515230071,1482.0,629.5,19.349999904633,45.724999427795,1.01612291495171
2004-04-17 17:00:00,2.15274954391452,969.75,4.99638694620094,763.25,246.881251619591,1042.75,113.075515230071,1462.0,607.5,17.900000095367,49.875,1.01351591063398
2004-04-17 18:00:00,2.15274954391452,997.0,5.49827350905706,788.0,246.881251619591,1014.0,113.075515230071,1481.5,644.25,16.925000190735,53.224999427795,1.01794666755678
2004-04-17 19:00:00,2.15274954391452,1096.75,7.82041217339248,891.75,246.881251619591,908.5,113.075515230071,1594.25,833.0,16.075000286102,55.97500038147,1.01507213459754
2004-04-17 20:00:00,2.15274954391452,1105.25,8.20300792491666,907.5,246.881251619591,899.75,113.075515230071,1566.25,923.25,16.549999713898,52.77499961853,0.985962136646108
2004-04-17 21:00:00,2.15274954391452,992.75,5.27268549381786,777.0,246.881251619591,1022.0,113.075515230071,1481.5,790.0,16.875,51.10000038147,0.974259836718496
2004-04-17 22:00:00,2.15274954391452,1135.75,7.91684090449118,895.75,246.881251619591,918.75,113.075515230071,1622.75,960.5,16.974999904633,50.825000762939,0.975083340516912
2004-04-17 23:00:00,2.15274954391452,1296.75,10.6872691837726,1003.0,246.881251619591,797.5,113.075515230071,1700.25,1176.75,16.89999961853,54.75,1.0454801627434
2004-04-18 00:00:00,2.15274954391452,1110.25,6.94675717814498,854.5,246.881251619591,897.0,113.075515230071,1568.25,943.25,16.25,57.22500038147,1.04919673854929
2004-04-18 01:00:00,2.15274954391452,1026.5,6.31930644980548,826.5,246.881251619591,941.5,113.075515230071,1528.5,742.0,16.025000333786,56.22500038147,1.01640976079519
2004-04-18 02:00:00,2.15274954391452,1024.25,5.63869272043739,794.75,246.881251619591,982.25,113.075515230071,1501.25,704.75,15.625,60.22500038147,1.06167507231037
2004-04-18 03:00:00,2.15274954391452,991.75,5.3901039395437,782.75,246.881251619591,988.0,113.075515230071,1526.75,662.5,14.625,68.174999237061,1.12822484564906
2004-04-18 04:00:00,2.15274954391452,928.5,3.19011070296679,663.75,246.881251619591,1143.75,113.075515230071,1448.75,536.25,14.275000095367,69.550001144409,1.12568536653074
2004-04-18 05:00:00,2.15274954391452,891.75,1.93524474554653,579.25,246.881251619591,1308.5,113.075515230071,1396.0,441.25,13.824999809265,71.925001144409,1.13124630403802
2004-04-18 06:00:00,2.15274954391452,895.25,2.33941619508671,608.5,246.881251619591,1267.75,113.075515230071,1410.25,477.0,13.774999856949,72.72500038147,1.14018706700242
2004-04-18 07:00:00,2.15274954391452,915.25,2.39358116485858,612.25,246.881251619591,1266.0,113.075515230071,1411.0,506.0,14.174999952316,72.325000762939,1.16317932754363
2004-04-18 08:00:00,2.15274954391452,947.25,2.9480911901525,648.75,246.881251619591,1154.25,113.075515230071,1458.75,608.0,14.474999904633,72.89999961853,1.19499181174726
2004-04-18 09:00:00,2.15274954391452,1031.5,4.1920614157232,721.25,246.881251619591,1052.0,113.075515230071,1545.5,663.0,14.225000143051,75.625,1.22012600904456
2004-04-18 10:00:00,2.15274954391452,1218.5,6.810174913241,848.5,246.881251619591,900.75,113.075515230071,1664.0,912.25,14.525000095367,77.200000762939,1.26950055871587
2004-04-18 11:00:00,2.15274954391452,1216.5,7.26993335753569,868.5,246.881251619591,872.75,113.075515230071,1660.25,963.25,14.875,74.52499961853,1.25300108818787
2004-04-18 12:00:00,2.15274954391452,1096.5,5.30321007245831,778.5,246.881251619591,980.25,113.075515230071,1565.25,802.5,15.5,67.35000038147,1.1779647095368
2004-04-18 13:00:00,2.15274954391452,937.75,3.36015093989503,674.0,246.881251619591,1136.25,113.075515230071,1432.75,563.75,16.674999713898,56.0,1.05442429183914
2004-04-18 14:00:00,2.15274954391452,943.5,3.40219412752811,676.5,246.881251619591,1139.5,113.075515230071,1435.75,500.5,17.074999332428,55.549999237061,1.07240039417101
2004-04-18 15:00:00,2.15274954391452,1138.5,6.7762101436194,847.0,246.881251619591,928.5,113.075515230071,1603.75,700.5,16.225000143051,62.400000572205,1.14228608879458
2004-04-18 16:00:00,2.15274954391452,1163.25,7.04420169980739,858.75,246.881251619591,920.75,113.075515230071,1603.25,782.5,17.35000038147,58.900000572205,1.15671724692361
2004-04-18 17:00:00,2.15274954391452,1157.25,7.66479138748536,885.25,246.881251619591,916.25,113.075515230071,1590.25,783.75,17.450000286102,54.64999961853,1.07995003381371
2004-04-18 18:00:00,2.15274954391452,1154.25,8.49349569485124,919.25,246.881251619591,876.0,113.075515230071,1622.75,860.75,17.474999904633,54.175000190735,1.07222892088253
2004-04-18 19:00:00,2.15274954391452,1341.5,13.5371991036683,1101.5,246.881251619591,744.0,113.075515230071,1824.0,1156.25,17.049999713898,55.10000038147,1.06205632525416
2004-04-18 20:00:00,2.15274954391452,1178.0,9.2417017512885,948.75,246.881251619591,846.75,113.075515230071,1652.75,1046.75,16.35000038147,57.824999809265,1.06686373110615
2004-04-18 21:00:00,2.15274954391452,1151.5,8.65603917493124,925.75,246.881251619591,853.5,113.075515230071,1668.75,1033.75,15.775000095367,60.375000953674,1.07441536891451
2004-04-18 22:00:00,2.15274954391452,1078.0,6.62986707539675,840.5,246.881251619591,920.25,113.075515230071,1594.75,962.0,15.500000238419,63.299999237061,1.10712941222171
2004-04-18 23:00:00,2.15274954391452,1167.0,9.14509927130481,945.0,246.881251619591,826.0,113.075515230071,1702.25,1099.75,15.0,65.174999237061,1.10449942962655
2004-04-19 00:00:00,2.15274954391452,1110.5,7.77238684863001,889.75,246.881251619591,870.5,113.075515230071,1658.25,1047.25,14.5,67.325000762939,1.10535791270406
2004-04-19 01:00:00,2.15274954391452,988.25,4.21051013605492,722.25,246.881251619591,1029.0,113.075515230071,1499.5,873.75,14.099999904633,70.125001907349,1.12242831880743
2004-04-19 02:00:00,2.15274954391452,917.25,3.40219412752811,676.5,246.881251619591,1102.5,113.075515230071,1493.75,747.25,13.799999713898,73.349998474121,1.15182102910332
2004-04-19 03:00:00,2.15274954391452,850.0,1.70921180786808,561.75,246.881251619591,1275.0,113.075515230071,1406.75,589.0,13.050000190735,78.27499961853,1.17160099682672
2004-04-19 04:00:00,2.15274954391452,884.75,2.06974391806873,589.25,246.881251619591,1238.25,113.075515230071,1442.5,635.0,13.0,78.174999237061,1.1663586236134
2004-04-19 05:00:00,2.15274954391452,888.0,2.16965517606906,596.5,246.881251619591,1242.25,113.075515230071,1427.75,670.5,14.25,70.10000038147,1.13278545819926
2004-04-19 06:00:00,2.15274954391452,1100.6666666667,6.88211591620154,851.66666666667,246.881251619591,912.66666666667,113.075515230071,1654.6666666667,991.66666666667,14.033333142598,70.933331807454,1.13055828485245
2004-04-19 07:00:00,2.15274954391452,1398.5,16.5118997153903,1195.25,246.881251619591,680.25,113.075515230071,1975.5,1308.0,15.350000143051,64.199999809265,1.11229922728381
2004-04-19 08:00:00,2.15274954391452,1324.5,18.7117370538853,1260.0,246.881251619591,651.75,113.075515230071,1968.75,1303.0,16.549999713898,57.949999809265,1.08264341153161
2004-04-19 09:00:00,2.15274954391452,1058.25,8.53088910572999,920.75,246.881251619591,875.75,113.075515230071,1593.5,893.25,18.824999809265,47.97500038147,1.03225638062585
2004-04-19 10:00:00,2.15274954391452,989.75,6.7592549148522,846.25,246.881251619591,946.75,113.075515230071,1502.75,714.75,19.500000476837,43.275000572205,0.970568269298919
2004-04-19 11:00:00,2.15274954391452,1018.0,7.52232671074641,879.25,246.881251619591,949.5,113.075515230071,1573.5,684.5,18.5,45.549999237061,0.960631110085856
2004-04-19 12:00:00,2.15274954391452,1105.25,10.8802859628418,1010.0,246.881251619591,810.5,113.075515230071,1708.5,946.5,18.025000095367,46.72500038147,0.956887581741297
2004-04-19 13:00:00,2.15274954391452,1194.0,13.3856570333458,1096.5,246.881251619591,742.75,113.075515230071,1846.5,1049.25,16.475000143051,58.150000572205,1.08129227328622
2004-04-19 14:00:00,2.15274954391452,1088.0,7.85049202608833,893.0,246.881251619591,891.5,113.075515230071,1565.0,741.0,12.125,75.60000038147,1.06620169532234
2004-04-19 15:00:00,2.15274954391452,1084.0,8.84521915719665,933.25,246.881251619591,871.75,113.075515230071,1602.25,801.0,11.100000143051,75.575000762939,0.997393909488627
2004-04-19 16:00:00,2.15274954391452,1206.5,11.4823039835425,1031.5,246.881251619591,797.25,113.075515230071,1700.75,969.25,10.475000143051,79.049999237061,1.00163485830387
2004-04-19 17:00:00,2.15274954391452,1186.25,11.767009701938,1041.5,246.881251619591,807.5,113.075515230071,1684.25,1037.75,9.9500002861023,80.47500038147,0.985272032433609
2004-04-19 18:00:00,2.15274954391452,1052.5,8.28292428644746,910.75,246.881251619591,916.25,113.075515230071,1528.0,888.5,11.25,70.450000762939,0.938861257610816
2004-04-19 19:00:00,2.15274954391452,1031.5,7.8866528124657,894.5,246.881251619591,920.75,113.075515230071,1507.75,879.25,10.700000047684,71.524997711182,0.919685927985602
2004-04-19 20:00:00,2.15274954391452,988.5,6.74796149133777,845.75,246.881251619591,960.0,113.075515230071,1475.5,846.25,9.875,73.950000762939,0.900945419316484
2004-04-19 21:00:00,2.15274954391452,930.0,4.63950318935251,745.0,246.881251619591,1084.75,113.075515230071,1390.75,712.25,10.775000095367,68.150001525879,0.880582447313318
2004-04-19 22:00:00,2.15274954391452,951.25,5.04615109118993,765.75,246.881251619591,1055.5,113.075515230071,1431.0,746.75,10.150000095367,73.97500038147,0.917629933343406
2004-04-19 23:00:00,2.15274954391452,985.25,5.33380973953333,780.0,246.881251619591,1017.0,113.075515230071,1443.75,790.75,10.100000143051,77.47500038147,0.957906409648793
2004-04-20 00:00:00,2.15274954391452,936.75,3.86146396263316,703.0,246.881251619591,1135.75,113.075515230071,1376.75,636.75,9.9249999523163,77.699998855591,0.949739883427715
2004-04-20 01:00:00,2.15274954391452,886.75,2.93620433550617,648.0,246.881251619591,1222.25,113.075515230071,1356.75,552.5,9.4999997615814,80.200000762939,0.953330211417859
2004-04-20 02:00:00,2.15274954391452,806.0,1.49525659504461,544.25,246.881251619591,1429.25,113.075515230071,1289.5,448.75,9.5250000953674,79.700000762939,0.948944811846442
2004-04-20 03:00:00,2.15274954391452,770.5,0.840593623200146,482.5,246.881251619591,1587.25,113.075515230071,1276.75,484.5,9.6750001907349,78.89999961853,0.948721634584481
2004-04-20 04:00:00,2.15274954391452,801.5,1.20290980559212,518.5,246.881251619591,1523.25,113.075515230071,1314.75,540.25,9.75,80.025001525879,0.966997544846898
2004-04-20 05:00:00,2.15274954391452,877.5,2.87707751698923,644.25,246.881251619591,1260.25,113.075515230071,1410.0,685.0,10.025000095367,79.649997711182,0.979974239463781
2004-04-20 06:00:00,2.15274954391452,1069.5,7.61717656778205,883.25,246.881251619591,942.0,113.075515230071,1624.5,925.25,10.275000095367,79.375,0.992697439852317
2004-04-20 07:00:00,2.15274954391452,1430.0,20.7171932696845,1316.25,246.881251619591,638.25,113.075515230071,2069.25,1382.0,10.975000143051,77.424999237061,1.01353742418773
2004-04-20 08:00:00,2.15274954391452,1564.5,29.9205699460615,1549.0,246.881251619591,539.75,113.075515230071,2395.5,1645.25,12.349999904633,69.22500038147,0.990560795977088
2004-04-20 09:00:00,2.15274954391452,1364.5,20.0929435644942,1299.0,246.881251619591,637.25,113.075515230071,1999.25,1514.0,14.524999856949,60.425001144409,0.993647290085336
2004-04-20 10:00:00,2.15274954391452,1348.25,17.1368415968997,1214.0,246.881251619591,678.0,113.075515230071,1874.25,1508.75,16.049999713898,56.25,1.01845923321781
2004-04-20 11:00:00,2.15274954391452,1311.25,19.379394296493,1279.0,246.881251619591,647.5,113.075515230071,1990.5,1519.5,18.14999961853,51.125000953674,1.05513000989208
2004-04-20 12:00:00,2.15274954391452,1302.25,18.6943020078978,1259.5,246.881251619591,658.0,113.075515230071,1969.75,1471.25,22.97500038147,37.525000572205,1.03886783566097
2004-04-20 13:00:00,2.15274954391452,1249.5,15.7750750205356,1172.75,246.881251619591,719.75,113.075515230071,1869.5,1282.0,21.800000190735,39.574999809265,1.02089157349829
2004-04-20 14:00:00,2.15274954391452,1082.75,10.2651290611248,987.5,246.881251619591,859.0,113.075515230071,1643.25,1004.0,21.949999809265,37.200000762939,0.968349108545961
2004-04-20 15:00:00,2.15274954391452,1004.5,7.88062109513832,894.25,246.881251619591,956.0,113.075515230071,1530.25,713.75,23.799999713898,31.399999141693,0.913200103800831
2004-04-20 16:00:00,2.15274954391452,1129.0,13.7047346900884,1107.0,246.881251619591,843.5,113.075515230071,1742.0,940.25,25.875,26.900000095367,0.884468701753994
2004-04-20 17:00:00,2.15274954391452,1327.25,19.7437142770464,1289.25,246.881251619591,711.5,113.075515230071,1937.5,1272.0,25.849999904633,29.875000476837,0.980845075673378
2004-04-20 18:00:00,2.15274954391452,1427.5,25.3223757644052,1437.25,246.881251619591,599.25,113.075515230071,2156.0,1525.5,22.599999904633,39.450000762939,1.06787722170404
2004-04-20 19:00:00,2.15274954391452,1425.5,23.8531250458809,1399.75,246.881251619591,612.0,113.075515230071,2102.0,1488.0,19.925000190735,45.025000572205,1.03643909621007
2004-04-20 20:00:00,2.15274954391452,1310.25,20.5898757716445,1312.75,246.881251619591,662.75,113.075515230071,1958.25,1474.5,17.924999713898,47.449999809265,0.965732588134965
2004-04-20 21:00:00,2.15274954391452,1113.75,12.2650956643348,1058.75,246.881251619591,791.5,113.075515230071,1704.0,1181.75,16.775000095367,50.375000953674,0.95445761223013
2004-04-20 22:00:00,2.15274954391452,990.75,7.7484214964439,888.75,246.881251619591,931.5,113.075515230071,1549.75,932.5,15.974999904633,52.025000572205,0.937535082840547
2004-04-20 23:00:00,2.15274954391452,1089.25,9.01696978695623,940.0,246.881251619591,865.75,113.075515230071,1589.0,1000.75,14.199999809265,59.099999427795,0.951998563272674
2004-04-21 00:00:00,2.15274954391452,911.25,4.53893215405238,739.75,246.881251619591,1070.75,113.075515230071,1411.75,755.75,14.174999952316,56.650000572205,0.911083427249538
2004-04-21 01:00:00,2.15274954391452,1004.5,5.78061879979887,801.5,246.881251619591,975.5,113.075515230071,1474.0,951.5,12.249999761581,67.700000762939,0.96251564781547
2004-04-21 02:00:00,2.15274954391452,862.75,3.18601046973396,663.5,246.881251619591,1172.25,113.075515230071,1381.0,807.5,13.200000047684,61.72500038147,0.932807734575666
2004-04-21 03:00:00,2.15274954391452,856.5,3.01583630343583,653.0,246.881251619591,1196.75,113.075515230071,1375.25,779.0,10.899999856949,71.0,0.92490567661361
2004-04-21 04:00:00,2.15274954391452,803.5,2.01211117098598,585.0,246.881251619591,1301.0,113.075515230071,1318.5,716.5,11.299999952316,67.600001335144,0.903809183020455
2004-04-21 05:00:00,2.15274954391452,870.75,3.7027089847838,694.0,246.881251619591,1159.5,113.075515230071,1420.5,779.0,10.100000143051,71.824998855591,0.888049389325894
2004-04-21 06:00:00,2.15274954391452,1034.5,8.73150190350893,928.75,246.881251619591,886.5,113.075515230071,1598.75,1008.5,10.225000143051,70.925001144409,0.884122952615809
2004-04-21 07:00:00,2.15274954391452,1512.75,27.0325715844977,1479.75,246.881251619591,572.25,113.075515230071,2248.75,1594.5,11.75,65.999998092651,0.908528104784097
2004-04-21 08:00:00,2.15274954391452,1726.25,40.2600608433674,1776.25,246.881251619591,478.0,113.075515230071,2684.0,1939.75,14.024999856949,58.199999809265,0.927118250885863
2004-04-21 09:00:00,2.15274954391452,1396.0,19.9762437899039,1295.75,246.881251619591,619.25,113.075515230071,1990.75,1628.25,17.000000238419,50.199999809265,0.964595846284278
2004-04-21 10:00:00,2.15274954391452,1333.0,17.0613263496404,1211.75,246.881251619591,667.5,113.075515230071,1854.25,1572.75,22.325000286102,36.949999809265,0.983811274741524
2004-04-21 11:00:00,2.15274954391452,1161.25,11.0468998287296,1016.0,246.881251619591,849.25,113.075515230071,1641.75,1186.75,24.449999809265,30.900000095367,0.934048099907537
2004-04-21 12:00:00,2.15274954391452,1081.25,10.5913136173638,999.5,246.881251619591,899.75,113.075515230071,1561.0,900.25,25.875000476837,26.675000190735,0.877070757064902
2004-04-21 13:00:00,2.15274954391452,1075.25,10.5434742539285,997.75,246.881251619591,914.0,113.075515230071,1573.75,800.0,25.825000286102,26.050000190735,0.854008982797294
2004-04-21 14:00:00,2.15274954391452,1055.25,9.64557222773208,964.25,246.881251619591,953.0,113.075515230071,1512.5,769.5,26.349999904633,24.825000286102,0.839296330606741
2004-04-21 15:00:00,2.15274954391452,1052.5,9.33873665779321,952.5,246.881251619591,988.0,113.075515230071,1483.0,758.0,27.0,22.224999904633,0.780473234462085
2004-04-21 16:00:00,2.15274954391452,1087.25,12.7497388705778,1075.25,246.881251619591,943.5,113.075515230071,1557.75,885.75,27.299999713898,20.450000286102,0.73079628918977
2004-04-21 17:00:00,2.15274954391452,1303.5,19.797271895903,1290.75,246.881251619591,765.0,113.075515230071,1838.25,1218.75,25.849999904633,24.10000038147,0.791242387300343
2004-04-21 18:00:00,2.15274954391452,1625.0,32.4679990397817,1607.75,246.881251619591,601.25,113.075515230071,2271.25,1724.5,25.25,28.875,0.915119592516941
2004-04-21 19:00:00,2.15274954391452,1648.5,33.6012025964215,1633.25,246.881251619591,584.0,113.075515230071,2328.0,1744.5,23.775000095367,33.699999809265,0.978632390915276
2004-04-21 20:00:00,2.15274954391452,1442.75,26.0408761991822,1455.25,246.881251619591,634.5,113.075515230071,2072.5,1600.0,21.400000572205,35.97500038147,0.905855821412959
2004-04-21 21:00:00,2.15274954391452,1209.3333333333,16.4375725505964,1193.0,246.881251619591,753.0,113.075515230071,1737.3333333333,1310.0,19.799999872843,39.466667175293,0.901571280540967
2004-04-21 22:00:00,2.15274954391452,1104.75,10.5981553482933,999.75,246.881251619591,846.75,113.075515230071,1572.5,1208.25,19.22500038147,42.050000190735,0.927310203674882
2004-04-21 23:00:00,2.15274954391452,1020.25,7.13644230288011,862.75,246.881251619591,932.5,113.075515230071,1491.75,1074.0,18.825000286102,45.800001144409,0.985457934898547
2004-04-22 00:00:00,2.15274954391452,990.75,6.35777886479979,828.25,246.881251619591,973.25,113.075515230071,1469.0,992.5,17.124999523163,50.75,0.982794119902031
2004-04-22 01:00:00,2.15274954391452,937.25,4.55324189331617,740.5,246.881251619591,1058.25,113.075515230071,1420.0,922.5,16.225000143051,53.39999961853,0.977533271579059
2004-04-22 02:00:00,2.15274954391452,881.5,3.03187161138933,654.0,246.881251619591,1141.25,113.075515230071,1376.5,819.25,16.049999713898,53.52499961853,0.969120534568387
2004-04-22 03:00:00,2.15274954391452,843.25,2.17313616174363,596.75,246.881251619591,1241.5,113.075515230071,1340.5,726.5,14.299999952316,59.224999427795,0.960096864915303
2004-04-22 04:00:00,2.15274954391452,819.25,1.74393726255512,564.5,246.881251619591,1294.5,113.075515230071,1315.5,694.0,13.275000095367,62.550000190735,0.949825674775385
2004-04-22 05:00:00,2.15274954391452,834.0,2.15575503266279,595.5,246.881251619591,1276.25,113.075515230071,1334.75,727.25,13.375000238419,59.52499961853,0.909693371243202
2004-04-22 06:00:00,2.15274954391452,976.5,5.73840986160707,799.5,246.881251619591,989.5,113.075515230071,1473.5,926.25,12.174999952316,64.050001144409,0.906228474957768
2004-04-22 07:00:00,2.15274954391452,1234.25,13.750578614056,1108.5,246.881251619591,767.0,113.075515230071,1728.75,1193.5,13.875,57.224999427795,0.902916385066023
2004-04-22 08:00:00,2.15274954391452,1403.25,21.599221367394,1340.25,246.881251619591,622.5,113.075515230071,2003.0,1501.5,15.174999952316,53.150000572205,0.91073435771917
2004-04-22 09:00:00,2.15274954391452,1537.5,26.1413451547864,1457.75,246.881251619591,592.75,113.075515230071,2185.5,1742.75,19.200000286102,41.575000762939,0.915428132766813
2004-04-22 10:00:00,2.15274954391452,1342.5,20.1019324719798,1299.25,246.881251619591,694.0,113.075515230071,1945.0,1542.0,23.699999809265,30.625,0.885370829229861
2004-04-22 11:00:00,2.15274954391452,1242.75,15.428109897769,1162.0,246.881251619591,765.75,113.075515230071,1730.75,1353.75,26.099999904633,26.77499961853,0.892060015602631
2004-04-22 12:00:00,2.15274954391452,1200.5,13.5599931226943,1102.25,246.881251619591,814.0,113.075515230071,1681.5,1175.0,28.125,24.375000476837,0.913762525117168
2004-04-22 13:00:00,2.15274954391452,1120.75,11.1445893645219,1019.5,246.881251619591,892.5,113.075515230071,1584.75,915.5,28.299999237061,23.925000190735,0.906014383952499
2004-04-22 14:00:00,2.15274954391452,1086.75,12.1633233067485,1055.25,246.881251619591,908.25,113.075515230071,1562.25,817.5,27.97500038147,21.025000095367,0.781365057670606
2004-04-22 15:00:00,2.15274954391452,1165.0,17.4995968780013,1224.75,246.881251619591,823.5,113.075515230071,1676.0,1027.75,30.800000190735,16.400000095367,0.716724304256757
2004-04-22 16:00:00,2.15274954391452,1224.0,19.061891730528,1270.0,246.881251619591,805.75,113.075515230071,1738.5,1113.0,31.275000095367,16.174999713898,0.726205839782025
2004-04-22 17:00:00,2.15274954391452,1431.0,27.114223164369,1481.75,246.881251619591,678.5,113.075515230071,2025.0,1431.0,29.425000190735,20.450000286102,0.826237870265476
2004-04-22 18:00:00,2.15274954391452,1433.0,28.2787422558138,1510.0,246.881251619591,661.0,113.075515230071,2037.5,1503.0,25.75,24.324999809265,0.793950661671151
2004-04-22 19:00:00,2.15274954391452,1526.75,34.9896935159582,1664.0,246.881251619591,587.0,113.075515230071,2237.75,1774.75,23.77499961853,29.474999904633,0.855940325605496
2004-04-22 20:00:00,2.15274954391452,1387.25,22.3650010281515,1360.75,246.881251619591,701.0,113.075515230071,1931.75,1504.75,22.0,34.77499961853,0.907957176911818
2004-04-22 21:00:00,2.15274954391452,1158.25,13.4992454096462,1100.25,246.881251619591,834.75,113.075515230071,1658.5,1210.5,20.175000190735,37.425000190735,0.87475059908971
2004-04-22 22:00:00,2.15274954391452,1008.5,8.19687419814453,907.25,246.881251619591,982.25,113.075515230071,1466.25,872.25,19.250000476837,38.75,0.855850042505151
2004-04-22 23:00:00,2.15274954391452,1025.5,7.77838311612805,890.0,246.881251619591,976.25,113.075515230071,1466.75,855.25,17.874999523163,43.650000572205,0.88564314397404
2004-04-23 00:00:00,2.15274954391452,1118.5,10.0367184726305,979.0,246.881251619591,873.0,113.075515230071,1593.0,1170.25,17.224999904633,47.900000572205,0.933400034588061
2004-04-23 01:00:00,2.15274954391452,999.75,6.59628919362769,839.0,246.881251619591,958.0,113.075515230071,1467.0,1024.25,16.349999666214,49.650000572205,0.916036016613204
2004-04-23 02:00:00,2.15274954391452,865.5,3.3769414676322,675.0,246.881251619591,1155.25,113.075515230071,1336.5,841.25,16.674999952316,46.5,0.875548755381168
2004-04-23 03:00:00,2.15274954391452,847.5,2.8340441550903,641.5,246.881251619591,1202.25,113.075515230071,1325.0,760.0,14.625,53.02499961853,0.877508216789769
2004-04-23 04:00:00,2.15274954391452,843.75,2.33582400211631,608.25,246.881251619591,1212.75,113.075515230071,1313.5,803.0,14.125,53.85000038147,0.863301301195227
2004-04-23 05:00:00,0.6,852.25,2.90854800942283,646.25,59.0,1186.0,59.0,1321.25,792.75,14.200000047684,52.224999427795,0.841254241242792
2004-04-23 06:00:00,0.8,922.5,4.86798570173596,756.75,72.0,1040.75,67.0,1417.75,905.5,14.325000047684,55.449998855591,0.900329585734936
2004-04-23 07:00:00,4.0,1490.0,22.6196336039978,1367.5,244.0,626.5,95.0,2119.25,1540.5,13.974999904633,57.950000762939,0.92020079756821
2004-04-23 08:00:00,5.6,1662.0,31.0802833100068,1576.0,351.0,522.5,123.0,2416.5,1861.0,15.449999570847,53.275000572205,0.92885782854753
2004-04-23 09:00:00,5.0,1552.5,22.1209617735687,1354.25,358.0,620.75,142.0,2030.0,1895.25,19.125000476837,42.125,0.923272900503127
2004-04-23 10:00:00,3.2,1423.0,18.2693103571497,1247.25,245.0,705.5,142.0,1887.25,1683.75,23.724999427795,30.974999904633,0.89682432767823
