date,CHSI2__0,NASI2__0,EADM7__0,SCLM7__0,CLKM7__0,VALI2__0,NAPM7__0,DLDI4__0
1229,125,3.25,128,70.8,42.2,5.26,65.2,34.2
1230,125,3.27,128,70.9,42.2,5.31,65.2,34.2
1231,125,3.24,128,70.9,42,5.23,65.3,34.1
1232,125,3.26,127,70.7,41.8,5.2,65.5,34.1
1233,124,3.3,127,70.8,41.8,5.2,65.2,33.6
1234,124,3.28,127,70.6,41.5,5.2,65.4,33.6
1235,124,3.27,127,70.6,41.8,5.14,65.2,33.6
1236,125,3.28,126,70.6,41.5,5.14,65.2,33.6
1237,126,3.28,126,70.3,41.6,5.23,65.5,33.7
1238,126,3.29,126,70.3,41.6,5.31,65.5,33.7
1239,125,3.28,126,70.2,41.5,5.31,65.5,33.3
1240,125,3.28,126,70.1,41.1,5.46,65.5,33.3
1241,125,3.28,125,69.9,41.1,5.4,65.6,33.7
1242,125,3.28,126,69.9,41.1,5.66,65.5,33.7
1243,124,3.29,126,69.9,41.5,5.71,65.4,33.8
1244,125,3.29,125,69.6,41.5,5.86,65.6,33.8
1245,124,3.3,126,69.7,41,6.01,65.6,33.8
1246,123,3.27,125,69.5,41.5,6.01,65.6,33.8
1247,123,3.3,126,69.5,41.5,6.11,65.5,33.9
1248,124,3.29,125,69.7,41.1,6.31,65.6,33.9
1249,123,3.31,125,69.4,41.5,5.14,65.5,33.7
1250,123,3.3,125,69.2,41.1,6.18,65.7,33.7
1251,122,3.26,125,69.2,41.1,6.18,65.2,33.8
1252,122,3.3,124,69.2,41.5,6.25,65.7,33.8
1253,122,3.31,124,69.2,41.8,6.45,66,33.6
1254,123,3.26,123,69,42,6.38,65.7,33.6
1255,122,3.26,123,69,42,6.59,65.5,33.7
1256,122,3.26,122,69.2,42,6.66,65.8,33.7
1257,122,3.25,122,69.2,42,6.63,65.5,33.5
1258,122,3.28,121,68.9,42,6.77,65.7,33.5
1259,122,3.28,120,68.8,41.6,6.84,65.9,33.5
1260,122,3.29,120,68.8,41.8,6.87,65.7,33.5
1261,121,3.28,120,68.8,42.1,6.94,65.8,33.3
1262,121,3.26,121,68.8,42.2,6.91,65.9,33.3
1263,122,3.3,121,68.5,42.2,6.94,66,33.3
1264,121,3.33,120,68.5,42.1,6.91,66,33.3
1265,121,3.33,122,68.5,42.4,6.91,66.2,33.3
1266,122,3.33,122,68.4,42.4,7.05,66,33.3
1267,121,3.32,122,68.3,42.4,7.26,66,33.3
1268,120,3.33,122,68.3,42.2,7.37,66.2,33.3
1269,120,3.33,123,68,42.1,7.44,66.2,33.4
1270,120,3.33,123,68.2,42.2,7.47,66.2,33.4
1271,120,3.34,123,68.1,42,7.58,66.3,33.7
1272,120,3.32,123,68,40.6,7.61,66.2,33.7
1273,120,3.32,123,68.1,40.1,7.68,66.2,33.3
1274,119,3.32,124,68,39.8,7.9,66.2,33.3
1275,119,3.29,125,67.9,39.2,8.11,66.2,32.6
1276,119,3.29,125,68,39.2,8.28,66.2,32.6
1277,117,3.29,126,67.9,39,8.28,66.2,31.1
1278,118,3.29,127,67.7,39.2,8.46,66.1,31.1
1279,119,3.24,127,69.8,39.2,8.53,66.2,31.1
1280,120,3.26,128,69.8,39.3,8.53,66.2,31.1
1281,120,3.27,126,69.8,39.8,8.56,66.5,30.7
1282,120,3.28,127,69.6,41,8.67,66.3,30.7
1283,119,3.27,126,69.6,40.3,8.92,66.4,30.5
1284,119,3.26,125,69.6,40.1,8.67,66.4,30.5
1285,118,3.28,125,69.4,40.3,8.74,66.4,30.4
1286,119,3.28,124,69.3,39.8,8.85,66.3,30.4
1287,119,3.28,123,69.3,40.5,8.88,66.2,30.4
1288,119,3.29,124,69.2,40.5,8.95,65.9,30.4
1289,119,3.29,124,69.4,40.8,9.06,66.2,30.1
1290,119,3.29,123,69.2,41,9.13,65.8,30.1
1291,118,3.29,122,69,41.1,9.13,66,30.1
1292,119,3.29,123,68.9,41.1,9.13,66,30.1
1293,119,3.3,123,68.6,41.1,9.34,65.9,30.1
1294,119,3.3,122,68.8,41.1,9.55,66,30.1
1295,119,3.31,122,68.8,41.5,9.51,65.7,30
1296,119,3.3,122,68.6,41.6,9.51,66,30
1297,119,3.32,122,68.5,41.8,9.55,65.7,29.1
1298,118,3.29,122,68.6,41.8,9.66,65.9,29.1
1299,119,3.29,122,68.7,42,9.73,65.7,29.3
1300,118,3.32,122,68.5,42.2,9.9,65.8,29.3
1301,118,3.3,125,68.5,42.2,9.97,65.7,29.4
1302,118,3.3,123,68.4,43.2,10,65.5,29.4
1303,118,3.34,123,68.5,42.9,10.2,65.6,28.9
1304,117,3.34,122,68.4,43.4,9.9,62.7,28.9
1305,118,3.32,123,68.2,44,9.87,62.7,29.3
1306,118,3.34,123,68.4,43.6,10,62.4,29.3
1307,117,3.33,124,68.1,43.2,9.58,62.6,29.3
1308,117,3.31,123,67.9,43,9.51,62.7,29.3
1309,117,3.31,123,68.1,43.2,9.16,62.4,29
1310,117,3.32,124,67.9,42.8,9.06,62.6,29
1311,117,3.32,124,67.9,42.9,8.67,62.7,28.7
1312,117,3.32,123,67.8,42.9,8.88,61.9,28.7
1313,117,3.33,123,67.9,43.4,9.02,62.5,29.1
1314,117,3.33,124,67.9,43,8.74,62.6,29.1
1315,117,3.32,123,67.9,42.8,8.6,62.6,29.3
1316,118,3.33,124,68.1,42.6,8.53,62.6,29.3
1317,118,3.32,123,68,42.1,8.32,62.6,29.1
1318,117,3.3,123,68,41.6,8.35,62.4,29.1
1319,117,3.3,123,68.1,41.5,7.97,62.1,29.7
1320,117,3.34,123,68,41.5,7.93,62.6,29.7
1321,117,3.34,121,68.1,41.8,7.61,62.6,29.3
1322,117,3.32,123,67.9,42.5,7.68,62.4,29.3
1323,119,3.28,123,68.2,42.4,7.47,62.6,28.3
1324,117,3.24,123,68.2,42.6,7.23,62.5,28.3
1325,118,3.24,123,68.3,42.6,5.98,62.4,29.3
1326,119,3.27,123,68.4,43.6,7.26,62.5,29.3
1327,118,3.27,123,68.4,43,7.05,62.4,29.3
1328,119,3.28,118,68.4,44.3,6.98,62.4,29.3
1329,119,3.26,118,68.5,44.8,6.84,62.4,29.3
1330,119,3.26,118,68.7,45.2,6.84,62.4,29.3
1331,118,3.25,119,68.6,45.2,6.84,62.4,25.5
1332,118,3.26,119,68.9,45.4,6.8,62.3,25.5
1333,118,3.24,119,68.8,45.5,6.84,62.6,29.7
1334,119,3.23,119,68.9,46.2,6.84,62.3,29.7
1335,118,3.24,119,68.9,45.8,6.84,62.6,29.6
1336,118,3.26,120,68.9,45.8,6.87,62.5,29.6
1337,119,3.25,120,69,45.9,6.87,62.4,29.7
1338,118,3.24,120,69,44.5,6.84,62.6,29.7
1339,118,3.24,120,68.9,43.4,7.23,62.3,29.7
1340,118,3.25,121,69,43.2,7.26,62.6,29.7
1341,119,3.25,121,69.2,42.9,7.33,62.4,29.8
1342,118,3.26,121,69.2,42.9,7.33,62.3,29.8
1343,119,3.26,121,69.2,42.8,7.51,62.6,29.8
1344,119,3.28,120,69.3,42.6,7.65,62.5,29.8
1345,118,3.27,121,69.3,42.2,7.54,62.4,30
1346,118,3.25,121,69.2,41.6,7.58,62.3,30
1347,118,3.25,121,69.2,41.8,7.86,62.1,29
1348,119,3.22,121,69.4,41.5,7.97,62.4,29
1349,119,3.23,122,69.4,41.1,8.14,62.1,29.3
1350,118,3.25,122,69.3,40.8,8.18,62.2,29.3
1351,118,3.26,122,69.7,40.3,8.32,62.2,29.3
1352,119,3.26,122,69.4,40.3,8.25,62.1,29.3
1353,119,3.26,122,69.4,39.6,8.35,62.1,29.6
1354,120,3.27,122,69.5,39,8.21,62.1,29.6
1355,121,3.27,123,69.5,39.8,8.42,62.1,29.8
1356,120,3.28,122,69.4,39.6,8.42,61.9,29.8
1357,121,3.29,123,69.4,41.1,8.42,61.9,30.1
1358,121,3.29,123,69.3,39.8,8.53,62,30.1
1359,120,3.29,123,69.3,39.6,8.67,62.1,30.3
1360,121,3.29,123,69.2,39.6,8.85,61.9,30.3
1361,122,3.28,123,69.3,39.8,9.06,62.1,30.3
1362,122,3.29,124,69.2,40.3,8.78,62.1,30.3
1363,122,3.29,123,69,39.6,9.02,62.3,30.4
1364,122,3.29,125,68.9,41.5,8.7,62.1,30.4
1365,122,3.3,123,68.9,40.5,8.85,61.9,30.5
1366,122,3.3,125,68.9,40.3,8.92,62,30.5
1367,121,3.3,123,68.7,40.6,9.02,62.2,30.5
1368,122,3.3,124,68.6,40.6,9.13,62.1,30.5
1369,122,3.31,126,68.7,40.8,9.2,62,30.8
1370,123,3.31,124,68.5,41.1,9.2,62.1,30.8
1371,123,3.32,124,68.5,42,9.34,62.1,31
1372,122,3.32,123,68.4,42.6,9.34,62,31
1373,122,3.3,123,68.4,43,9.44,62,31.1
1374,123,3.31,122,68.5,43.2,9.27,61.7,31.1
1375,123,3.29,122,68.4,44,9.3,61.6,31.5
1376,123,3.28,122,68.4,44.7,9.34,61.8,31.5
1377,124,3.26,121,68.1,45.1,9.37,61.9,31.2
1378,124,3.28,121,68.2,45.1,9.3,61.9,31.2
1379,124,3.28,120,68.3,45.5,9.37,61.7,31
1380,124,3.29,121,68.1,45.7,9.41,61.8,31
1381,124,3.3,120,67.9,44.7,9.44,61.6,31.1
1382,124,3.3,119,67.9,44,9.41,61.7,31.1
1383,123,3.3,119,67.8,43.7,9.34,61.6,31.2
1384,124,3.3,119,68,43.7,9.41,61.4,31.2
1385,123,3.3,119,67.9,44.1,9.41,61.6,31.2
1386,123,3.29,118,67.8,42.8,9.44,61.3,31.2
1387,124,3.3,118,67.8,41.3,9.48,61.4,31.4
1388,123,3.3,118,67.7,42.2,9.48,61.5,31.4
1389,124,3.3,118,67.9,41.3,9.51,61.5,31.4
1390,123,3.3,118,67.9,41.1,9.55,61.3,31.4
1391,124,3.3,118,67.6,41,9.58,61.7,31.5
1392,123,3.29,118,67.6,40.8,9.62,61.4,31.5
1393,123,3.3,120,67.6,40.6,9.62,61.4,31.5
1394,122,3.3,119,67.5,40.3,9.66,61.5,31.5
1395,121,3.3,119,67.6,40.1,9.73,61.5,31.5
1396,122,3.29,119,67.5,40,9.48,61.3,31.5
1397,123,3.26,119,67.4,39.5,9.37,61.3,31.4
1398,121,3.27,119,67.5,39.2,9.06,61.2,31.4
1399,122,3.25,119,67.7,38.8,8.95,61.4,31.7
1400,122,3.26,119,67.5,39.2,8.78,61.4,31.7
1401,122,3.25,122,67.5,39,8.88,61.1,31.7
1402,120,3.3,120,67.5,37.6,8.88,61.4,31.7
1403,120,3.28,119,67.5,38.2,8.74,61.3,31.7
1404,120,3.29,119,67.3,36.4,8.56,61.4,31.7
1405,120,3.3,119,67.4,36.5,8.67,61.5,31.8
1406,120,3.3,119,67.3,36.5,8.53,61.6,31.8
1407,120,3.31,119,67.5,36.2,8.53,61.4,32.3
1408,120,3.31,119,67.2,36.2,8.56,61.4,32.3
1409,119,3.3,119,67.4,36.4,8.56,61.3,32.3
1410,119,3.3,119,67.3,36.7,8.7,61.3,32.3
1411,120,3.3,119,67.2,36.5,8.63,61.2,32.7
1412,119,3.31,119,67.1,36.8,8.56,61.3,32.7
1413,119,3.32,119,67,37,8.6,61.4,33
1414,119,3.32,119,67.2,37.1,8.56,61.4,33
1415,119,3.31,119,67,37.3,8.56,61.3,33.3
1416,119,3.32,119,67,37.6,8.56,61.4,33.3
1417,119,3.27,119,66.9,37.6,8.53,61.4,33.1
1418,119,3.27,119,67,37.6,8.39,61.1,33.1
1419,119,3.28,119,66.8,37.6,8.07,61.4,33.2
1420,119,3.3,118,66.9,37.9,8.25,61.2,33.2
1421,118,3.28,118,66.9,38,8.11,61.4,33.2
1422,119,3.31,117,66.9,38.4,8,61.2,33.2
1423,118,3.3,117,67,37.3,8.14,61,33.1
1424,118,3.29,117,66.9,37.4,8.11,61.2,33.1
1425,118,3.29,116,67,37.1,7.79,61.2,32.6
1426,118,3.31,116,66.9,37.1,8.04,61.2,32.6
1427,118,3.28,116,67,35.2,7.68,61,32.4
1428,118,3.29,117,67,34.3,7.65,60.8,32.4
1429,118,3.28,115,66.6,33.6,7.72,61.1,32.4
1430,120,3.3,114,66.6,33.2,7.61,61.1,32.4
1431,120,3.34,115,66.8,33.6,7.37,61.1,32.6
1432,118,3.35,115,66.7,33.4,7.23,61.4,32.6
1433,119,3.33,115,67,33.2,7.19,61.3,32.7
1434,120,3.32,114,66.9,33.2,7.19,61.3,32.7
1435,118,3.33,114,66.7,33.2,7.12,61.2,32.7
1436,118,3.33,114,66.7,32.9,7.16,61.1,32.7
1437,119,3.33,114,66.7,32.7,7.05,61.4,32.7
1438,118,3.32,114,66.5,32.5,7.02,61.3,32.7
1439,118,3.32,113,66.5,32.7,7.26,61.2,32.9
1440,119,3.31,113,66.6,32.7,7.23,60.9,32.9
1441,119,3.31,113,66.4,32.3,7.3,61.1,32.9
1442,118,3.28,112,66.5,32.5,7.26,61.1,32.9
1443,117,3.31,113,66.4,32.3,7.23,61.2,33.3
1444,117,3.26,112,66.3,31.1,7.3,61,33.3
1445,117,3.25,112,66.6,31.5,7.26,61.1,32.9
1446,118,3.25,112,66.3,31.3,7.19,61,32.9
1447,117,3.24,112,66.5,32.7,7.05,61.1,32.9
1448,116,3.24,112,66.3,33.2,7.05,61.3,32.9
1449,117,3.26,111,66.5,34,6.87,60.9,33
1450,117,3.27,111,66.5,34.6,6.91,61,33
1451,117,3.28,111,66.5,34.1,6.84,61.1,33.2
1452,117,3.28,111,66.3,34.6,6.8,61.2,33.2
1453,117,3.28,111,66.2,35,6.66,61.1,33.2
1454,116,3.28,111,66.3,35,6.7,60.9,33.2
1455,116,3.28,110,66.1,34.9,6.7,60.8,33.2
1456,116,3.28,110,66.1,34.9,6.7,60.7,33.2
1457,116,3.28,111,66,35.3,6.56,60.6,33.2
1458,114,3.28,110,65.9,35.6,6.59,60.8,33.2
1459,114,3.28,110,65.8,34.7,6.45,60.9,33.3
1460,114,3.28,110,65.9,34.9,6.42,60.8,33.3
1461,113,3.28,110,65.9,34.9,6.56,60.9,33.3
1462,113,3.28,110,65.8,34.9,6.49,60.7,33.3
1463,113,3.29,109,65.7,35,6.49,60.9,33.4
1464,113,3.29,109,65.8,34.9,6.59,60.9,33.4
1465,113,3.3,109,65.7,35,6.56,60.7,33.3
1466,112,3.3,108,65.7,35.2,6.66,60.8,33.3
1467,112,3.27,108,65.6,35.8,6.77,60.8,33.5
1468,113,3.25,108,65.7,36.1,6.91,60.7,33.5
1469,112,3.27,109,65.8,35.6,7.05,60.7,33.6
1470,112,3.25,109,65.7,35.8,7.12,60.4,33.6
1471,112,3.26,109,65.7,35.6,7.26,60.2,33.7
1472,112,3.29,108,65.8,35.6,7.37,60.4,33.7
1473,112,3.27,109,66,36.2,7.61,60.3,33.7
1474,111,3.26,108,65.8,35.8,7.75,60.4,33.7
1475,111,3.29,108,65.7,35.9,7.75,60.4,33.5
1476,111,3.28,108,65.9,35.6,7.61,60.5,33.5
1477,111,3.29,107,65.8,36.1,7.51,60.5,33.5
1478,111,3.3,107,65.7,36.7,7.4,60.2,33.5
1479,110,3.3,106,65.7,35.9,7.37,60.4,33.7
1480,110,3.31,107,65.8,36.1,7.44,60.4,33.7
1481,110,3.31,107,65.6,36.4,7.33,60.2,33.9
1482,110,3.31,107,65.7,35.9,7.3,60.2,33.9
1483,110,3.31,107,65.6,35.8,7.3,60,33.8
1484,110,3.29,107,65.6,35.9,7.16,60.3,33.8
1485,110,3.28,107,65.4,36.5,7.23,60.2,33.7
1486,110,3.28,107,65.5,36.4,7.3,59.9,33.7
1487,110,3.27,107,65.4,36.2,7.19,60.2,33.8
1488,109,3.26,107,65.5,36.4,7.16,60.2,33.8
1489,109,3.26,107,65.6,36.7,7.23,60.1,33.4
1490,109,3.24,107,65.4,36.4,7.19,60,33.4
1491,109,3.24,107,65.4,36.4,7.26,60,34.7
1492,109,3.24,107,65.3,36.5,7.23,59.7,34.7
1493,109,3.22,107,65.5,37,7.33,59.9,34.8
1494,109,3.23,107,65.6,37,7.37,60.2,34.8
1495,109,3.26,107,65.7,38.8,7.3,59.9,34.8
1496,108,3.24,107,65.7,39.5,7.4,60.4,34.8
1497,108,3.26,107,65.7,39.8,7.54,60.2,35
1498,108,3.26,107,65.5,40.1,7.51,60.4,35
1499,108,3.27,107,65.6,40.1,7.58,60.7,34.8
1500,109,3.24,107,65.5,40.8,7.65,60.7,34.8
1501,108,3.21,107,65.6,42.1,7.58,60.9,35.2
1502,108,3.24,107,65.5,42.4,7.47,61,35.2
1503,108,3.24,107,65.4,42.8,7.47,61.2,35.4
1504,108,3.26,107,65.5,42.6,7.26,61.2,35.4
1505,108,3.26,108,65.4,42.4,7.4,61.6,35.6
1506,108,3.23,108,65.5,42.8,7.33,61.4,35.6
1507,108,3.27,108,65.7,43,7.3,62.1,35.4
1508,108,3.28,109,65.6,42.9,7.16,62.4,35.4
1509,108,3.3,110,65.7,43.2,7.26,62.9,35.2
1510,108,3.28,111,65.7,43,7.23,63.1,35.2
1511,108,3.29,112,66.1,42.8,7.44,63.2,34.8
1512,108,3.3,112,65.9,42.1,7.61,63.1,34.8
1513,109,3.25,114,66,42.1,7.68,63.4,34.6
1514,108,3.24,114,66,41.8,7.97,63.4,34.6
1515,108,3.24,115,65.7,41.3,8.14,63.5,34.2
1516,108,3.24,114,65.9,41.3,8.18,63.6,34.2
1517,109,3.22,116,65.8,40.6,8.21,63.7,34.2
1518,109,3.25,116,65.9,40.1,8.21,63.6,34.2
1519,111,3.25,117,65.7,40,8.14,63.7,34.2
1520,111,3.25,117,65.9,40.1,8.11,63.6,34.2
1521,109,3.24,118,65.8,44.3,8.18,63.4,34.1
1522,110,3.22,119,65.8,45.7,8.18,63.2,34.1
1523,109,3.2,121,66.1,50.1,8.11,63.1,33.9
1524,110,3.21,122,65.9,51.8,8.21,62.9,33.9
1525,110,3.18,122,66,52.8,8,62.9,33.8
1526,111,3.16,124,66.1,53.6,8.32,62.9,33.8
1527,111,3.19,124,66.1,53.6,8.35,62.8,33.8
1528,112,3.18,124,66.1,53.4,8.53,62.6,33.8
1529,112,3.18,125,66,53,8.56,62.6,33.6
1530,112,3.18,125,66.2,52.8,8.74,62.3,33.6
1531,113,3.18,125,66.1,51.8,8.92,62.4,33.4
1532,114,3.19,126,66.3,50.4,9.06,62.2,33.4
1533,114,3.19,126,66.4,51,9.27,62.1,34.2
1534,115,3.19,126,66.2,51.3,9.48,62.2,34.2
1535,116,3.21,127,66.5,51,9.62,61.8,33.5
1536,117,3.22,128,66.5,51,9.8,61.7,33.5
1537,117,3.21,128,66.5,51.2,10.2,61.7,33.2
1538,118,3.21,129,66.3,51.3,10.3,61.4,33.2
1539,118,3.21,130,66.5,51.2,10.8,61.3,33.1
1540,119,3.2,130,66.6,51.4,11,61.2,33.1
1541,120,3.25,130,66.6,51.7,11.2,61,33
1542,119,3.23,130,66.6,51.8,11.4,60.9,33
1543,121,3.24,130,66.6,51.9,11.6,61.2,33.3
1544,122,3.22,130,66.7,52.4,11.6,61,33.3
1545,123,3.25,129,66.7,52.1,11.8,60.9,33.3
1546,123,3.26,130,66.7,52.1,11.8,61.4,33.3
1547,124,3.26,130,66.8,52.3,12,61.1,33.7
1548,123,3.27,129,66.8,51.9,12,61.1,33.7
1549,125,3.28,129,66.7,52,12,61.2,33.7
1550,125,3.28,129,66.6,51.9,12,61,33.7
1551,126,3.28,127,66.6,52,11.9,60.9,33.4
1552,127,3.28,126,66.5,51.9,11.9,61.4,33.4
1553,127,3.29,125,66.7,51.9,11.7,61.1,33.4
1554,128,3.29,124,66.6,51.9,11.7,61,33.4
1555,128,3.3,125,66.7,51.9,11.7,60.9,34.2
1556,129,3.3,124,66.6,52,11.6,60.9,34.2
1557,129,3.29,125,66.5,52,11.6,60.9,33.6
1558,130,3.28,125,66.6,52.3,11.5,60.9,33.6
1559,129,3.28,126,66.4,52.6,11.6,60.7,33.6
1560,129,3.28,127,66.6,52.1,11.5,60.7,33.6
1561,128,3.28,127,66.5,52.1,11.5,60.6,33.9
1562,129,3.28,127,66.5,52.1,11.4,60.7,33.9
1563,130,3.27,128,66.6,52.3,11.3,60.6,33.8
1564,129,3.27,128,66.7,52.5,11.4,60.6,33.8
1565,128,3.24,130,66.6,52.6,11.2,60.6,34
1566,128,3.23,129,66.7,53.6,11.1,60.6,34
1567,128,3.24,128,66.6,53.2,11.5,60.5,34.6
1568,128,3.25,129,66.6,53.3,11,60.6,34.6
1569,128,3.25,129,66.6,50,11.2,60.4,34.6
1570,128,3.26,128,66.7,49.1,11,60.4,34.6
1571,128,3.26,129,67.2,48.6,10.7,60.4,34.6
1572,128,3.26,128,66.9,48.3,10.7,60.7,34.6
1573,127,3.26,128,66.9,47.5,10.7,60.6,34.3
1574,128,3.27,126,66.8,47.5,10.3,60.4,34.3
1575,128,3.28,126,66.6,47.4,10.2,60.4,34.6
1576,128,3.29,125,67,47.1,10.2,60.7,34.6
1577,128,3.28,125,67,46.9,10.1,60.7,34.6
1578,129,3.28,124,67,46.9,10.1,60.5,34.8
1579,128,3.28,124,67.1,45.9,10.1,60.7,34.8
1580,128,3.29,124,67,45.4,9.97,60.7,34.8
1581,128,3.31,124,67.3,45.4,9.87,60.4,34.8
1582,128,3.32,124,67.2,45.2,9.9,60.7,35
1583,128,3.31,123,67.2,45.1,9.9,60.4,35
1584,128,3.25,123,67.1,45.2,9.87,60.5,35.1
1585,128,3.26,123,67.4,45.2,9.94,60.5,35.1
1586,128,3.29,122,67.5,45.7,9.69,60.5,35.1
1587,128,3.31,123,67.3,45.8,9.94,60.5,35.1
1588,128,3.29,123,67.1,46.1,10.4,60.7,35.1
1589,127,3.29,124,67.5,47.5,9.9,60.5,35.1
1590,127,3.29,123,67.3,47.5,10.1,60.8,35.1
1591,127,3.29,124,67.6,47.7,10.1,60.6,35.1
1592,127,3.3,124,67.5,47.4,10.1,60.4,35.1
1593,127,3.3,123,67.6,47.4,9.94,60.6,35.1
1594,127,3.3,123,67.5,46.9,9.62,60.4,35.1
1595,127,3.29,124,67.5,46.8,9.37,60.4,35.1
1596,127,3.27,123,67.9,46.2,9.27,60.4,34.8
1597,127,3.27,124,67.6,46.8,9.16,60.5,34.8
1598,127,3.28,123,67.7,44.5,9.09,60.5,34.9
1599,126,3.26,124,67.7,45.4,8.81,60.3,34.9
1600,126,3.28,124,68,43,8.63,60.7,34.8
1601,126,3.26,124,67.6,41.8,8.63,60.5,34.8
1602,126,3.24,124,67.8,41.6,8.21,60.8,34.8
1603,126,3.23,124,67.9,40.8,8.25,60.8,34.8
1604,125,3.23,124,68.1,40.5,8.14,60.8,34.8
1605,125,3.27,124,68.1,40.1,8.14,60.8,34.8
1606,125,3.27,124,68.4,39.6,8.07,60.5,34.9
1607,125,3.26,124,68.4,40,8.07,60.4,34.9
1608,126,3.25,124,68.8,40,7.93,60.7,34.8
1609,126,3.24,126,69.2,40.5,7.79,60.7,34.8
1610,126,3.25,124,69.3,41.3,7.79,60.7,35
1611,125,3.26,125,69.3,41,7.72,60.6,35
1612,126,3.26,125,69.3,41.1,8,60.4,35
1613,126,3.27,125,69.3,41.5,7.68,60.5,35
1614,125,3.26,126,69.4,41.5,7.54,60.4,34.8
1615,125,3.24,126,69.5,43.6,7.51,60.2,34.8
1616,125,3.28,126,69.3,44.3,7.44,60.4,35.1
1617,125,3.29,125,69.3,45,7.33,60.2,35.1
1618,125,3.3,126,69.3,45.4,7.26,60.2,35.2
1619,125,3.3,126,69.2,45.2,7.23,60.2,35.2
1620,125,3.29,126,69,45.8,7.12,60.4,34.9
1621,127,3.29,126,69.2,45.9,7.09,60.6,34.9
1622,126,3.29,126,68.9,46.2,7.02,60.6,35.3
1623,128,3.29,125,68.9,46.4,6.98,60.9,35.3
1624,126,3.3,123,68.9,46.8,6.94,61.4,35.1
1625,126,3.3,121,68.7,46.5,7.09,61.2,35.1
1626,126,3.3,119,68.5,46.7,7.09,61.7,35.4
1627,127,3.31,118,68.5,47.1,7.16,61.9,35.4
1628,126,3.31,116,68.5,47.5,7.4,62.4,35
1629,126,3.29,116,68.4,47.4,7.65,62.6,35
1630,126,3.26,115,68.2,47.4,7.93,63.3,35.2
1631,125,3.27,115,68.2,47.1,8.18,64.1,35.2
1632,126,3.26,112,68.2,48.9,8.53,64.8,35.3
1633,126,3.29,115,68.3,49.7,8.63,65.7,35.3
1634,126,3.29,116,67.9,52.1,8.95,66.4,35.1
1635,126,3.31,116,67.9,52.4,9.3,66.5,35.1
1636,126,3.27,116,68,53.4,9.55,67.4,34.8
1637,125,3.26,117,67.9,53.6,9.76,67.7,34.8
1638,125,3.29,120,68.3,53.3,9.94,68,34.8
1639,124,3.28,120,67.9,53.6,10,68.2,34.8
1640,124,3.3,121,67.8,53.7,10.1,68.5,34.5
1641,124,3.34,123,68,53.8,10.2,68.5,34.5
1642,123,3.32,124,68.2,53.6,10.3,68.4,34.2
1643,124,3.31,125,68,53.4,10.3,68.5,34.2
1644,123,3.29,127,68,53.9,10.4,68.5,34.1
1645,123,3.31,129,67.9,53.3,10.5,68.5,34.1
1646,123,3.31,130,68.1,53.6,10.5,68,34.1
1647,123,3.3,132,68.2,54.2,10.5,68,34.1
1648,123,3.29,134,68.1,54.4,10.6,67.5,33.9
1649,122,3.27,135,68.3,54.5,10.6,67.7,33.9
1650,122,3.29,135,68.2,55.9,10.6,67.4,32.7
1651,123,3.24,135,68.3,56.5,10.6,67.1,32.7
1652,123,3.24,135,68.1,57.8,10.7,67.2,33.5
1653,124,3.25,135,68.1,58.3,10.7,67.1,33.5
1654,124,3.25,135,67.9,58.5,10.8,66.9,33.4
1655,125,3.23,135,68.1,59.4,11,67.1,33.4
1656,125,3.26,136,68.4,59.5,11.4,67.1,33
1657,126,3.27,135,68.4,60.2,11.2,66.8,33
1658,126,3.27,136,68.8,59.9,11.1,67.1,33.3
1659,127,3.26,137,68.5,60.6,11.1,67,33.3
1660,126,3.28,139,68.9,60.9,11,67.5,33.2
1661,128,3.27,140,69.1,61.8,11,67.3,33.2
1662,129,3.26,141,69.2,61,10.9,67.6,33.3
1663,130,3.29,142,69.3,61,10.8,67.5,33.3
1664,130,3.28,142,69.4,60.6,10.8,68.1,33.6
1665,131,3.26,142,69.6,61.1,10.6,68.1,33.6
1666,132,3.27,142,70,61.2,10.7,68.2,34.1
1667,134,3.28,141,70.4,61.4,10.7,68.5,34.1
1668,135,3.28,142,70.4,60.8,10.7,68.5,34.4
1669,135,3.28,142,70.7,60.6,10.7,68.7,34.4
1670,136,3.28,143,71.1,60,10.8,68.8,34.4
1671,138,3.27,143,71.6,59.6,10.9,68.9,34.4
1672,138,3.26,142,71.8,59.3,10.9,69,34.2
1673,138,3.26,143,72,59,11,69,34.2
1674,140,3.25,143,72.4,59.4,11,69.1,34.2
1675,141,3.25,143,72.7,59.9,11.1,68.8,34.2
1676,141,3.25,143,72.9,60.3,11.3,69.1,34.4
1677,140,3.25,144,73.4,60.3,11.3,69.2,34.4
1678,141,3.25,144,73.4,61,11.4,69.2,34.2
1679,142,3.24,144,74.2,61.1,11.5,69,34.2
1680,143,3.24,144,74.4,60.8,11,69.3,34.1
1681,143,3.25,145,74.8,61,11.7,69.1,34.1
1682,143,3.23,145,75,60.9,11.9,69.2,34
1683,142,3.21,144,75.4,61.4,11.8,69.5,34
1684,143,3.21,143,75.9,60.9,11.9,69.4,34.2
1685,142,3.21,144,76.4,60.5,12,69.3,34.2
1686,143,3.23,144,76.9,60.8,12,69.4,33.8
1687,143,3.2,144,77.1,61.2,11.9,68.9,33.8
1688,144,3.22,146,77.5,60.8,12,69.4,33.3
1689,144,3.24,146,78.1,61.1,12,69.3,33.3
